Marque,AI-IQ Agents,Catégorie,Proof URL,Résultat Audit 2A,Status,URL,URL Officielle
Rick Owens,,01_Luxury,,90,,https://www.rickowens.eu,https://www.rickowens.eu/
Lanvin,,01_Luxury,,88,,https://www.lanvin.com,https://www.lanvin-group.com/
Montblanc,,01_Luxury,,92,,https://www.montblanc.com,https://www.montblanc.com/
Valentino,,01_Luxury,,91,,https://www.valentino.com,https://www.valentino.com/
Mugler,,01_Luxury,,89,,https://www.mugler.fr,https://www.loreal.com/
Tiffany & Co.,,01_Luxury,,94,,https://www.tiffany.com,https://www.lvmh.fr/
Miu Miu,,01_Luxury,,91,,https://www.miumiu.com,https://www.pradagroup.com/
Chloé,,01_Luxury,,88,,https://www.chloe.com,https://www.richemont.com/
Diane von Furstenberg,,01_Luxury,,82,,https://www.dvf.com,https://www.dvf.com/
Max Mara,,01_Luxury,,90,,https://www.maxmara.com,https://www.maxmara.com/
JW Anderson,,01_Luxury,,89,,https://www.jwanderson.com,https://www.jwanderson.com/
Coperni,,01_Luxury,,88,,https://www.coperniparis.com,https://www.coperniparis.com/
Tag Heuer,,01_Luxury,,91,,https://www.tagheuer.com,https://www.lvmh.fr/
The Row,,01_Luxury,,93,,https://www.therow.com,https://www.therow.com/
Alaïa,,01_Luxury,,94,,https://www.maison-alaia.com,https://www.richemont.com/
Moncler Genius,,01_Luxury,,92,,https://www.moncler.com,https://www.monclergroup.com/
Moncler,,01_Luxury,,91,,https://www.moncler.com,https://www.monclergroup.com/
Alexander McQueen,,01_Luxury,,90,,https://www.alexandermcqueen.com,https://www.kering.com/
Paco Rabanne,,01_Luxury,,89,,https://www.pacorabanne.com,https://www.puig.com/
Givenchy,,01_Luxury,,90,,https://www.givenchy.com,https://www.lvmh.fr/
Balmain,,01_Luxury,,89,,https://www.balmain.com,https://www.balmain.com/
Hublot,,01_Luxury,,92,,https://www.hublot.com,https://www.lvmh.fr/
Tom Ford,,01_Luxury,,93,,https://www.tomford.com,https://www.elcompanies.com/
Salvatore Ferragamo,,01_Luxury,,88,,https://www.ferragamo.com,https://group.ferragamo.com/
Paul Smith,,01_Luxury,,87,,https://www.paulsmith.com,https://www.paulsmith.com/
Marc Jacobs,,01_Luxury,,86,,https://www.marcjacobs.com,https://www.lvmh.fr/
Etro,,01_Luxury,,85,,https://www.etro.com,https://www.etro.com/
Missoni,,01_Luxury,,86,,https://www.missoni.com,https://www.missoni.com/
Giorgio Armani,,01_Luxury,,92,,https://www.armani.com,https://www.armani.com/
Zimmermann,,01_Luxury,,88,,https://www.zimmermann.com,https://www.zimmermann.com/
Tory Burch,,01_Luxury,,85,,https://www.toryburch.com,https://www.toryburch.com/
Kenzo,,01_Luxury,,86,,https://www.kenzo.com,https://www.lvmh.fr/
Coach,,01_Luxury,,84,,https://www.coach.com,https://www.tapestry.com/
Michael Kors,,01_Luxury,,82,,https://www.michaelkors.com,https://www.capriholdings.com/
Longchamp,,01_Luxury,,88,,https://www.longchamp.com,https://www.longchamp.com/
Bally,,01_Luxury,,85,,https://www.bally.com,https://www.bally.com/
Tod’s,,01_Luxury,,87,,https://www.tods.com,https://www.todsgroup.com/
Jimmy Choo,,01_Luxury,,86,,https://www.jimmychoo.com,https://www.capriholdings.com/
Manolo Blahnik,,01_Luxury,,92,,https://www.manoloblahnik.com,https://www.manoloblahnik.com/
Christian Louboutin,,01_Luxury,,93,,https://www.christianlouboutin.com,https://www.exor.com/
Versace,,01_Luxury,,87,,https://www.versace.com,https://www.capriholdings.com/
Vetements,,01_Luxury,,84,,https://vetementswebsite.com,https://vetementswebsite.com/
Off-White,,01_Luxury,,82,,https://www.off---white.com,https://www.lvmh.fr/
Roberto Cavalli,,01_Luxury,,78,,https://www.robertocavalli.com,https://www.robertocavalli.com/
Moschino,,01_Luxury,,76,,https://www.moschino.com,https://www.aeffe.com/
Charlotte Tilbury,,02_Beauty,,91,,https://www.charlottetilbury.com,https://www.puig.com/
Parfums de Marly,,02_Beauty,,92,,https://pmarly.com,https://pmarly.com/
The Whoo,,02_Beauty,,90,,https://www.thewhoo.com,https://www.lgcare.com/
ghd,,02_Beauty,,88,,https://www.ghdhair.com,https://www.coty.com/
Saie Beauty,,02_Beauty,,89,,https://saiehello.com,https://saiehello.com/
Lisa Eldridge Beauty,,02_Beauty,,83,,https://www.lisaeldridge.com,https://www.lisaeldridge.com/
Laneige,,02_Beauty,,82,,https://www.laneige.com,https://www.amorepacific.com/
Violette_FR,,02_Beauty,,91,,https://www.violettefr.com,https://www.violettefr.com/
Saint Jane,,02_Beauty,,88,,https://saintjanebeauty.com,https://saintjanebeauty.com/
Verdilab,,02_Beauty,,94,,https://verdilabswiss.com,https://verdilabswiss.com/
Comfort Zone,,02_Beauty,,89,,https://www.comfortzoneskin.com,https://www.davinesgroup.com/
NARS,,02_Beauty,,83,,https://www.narscosmetics.fr,https://corp.shiseido.com/
Herbivore,,02_Beauty,,82,,https://www.herbivorebotanicals.com,https://www.herbivorebotanicals.com/
YSL Beauty,,02_Beauty,,72,,https://www.yslbeauty.fr,https://www.loreal.com/
Mario Badescu,,02_Beauty,,68,,https://www.mariobadescu.com,https://www.mariobadescu.com/
Balenciaga Beauty,,02_Beauty,,50,,https://www.balenciaga.com,https://www.kering.com/
Louis Vuitton Art de Vivre,,,,98,,https://fr.louisvuitton.com,https://www.lvmh.fr/
Burrow,,,,82,,https://burrow.com,https://burrow.com/
Alessi,,,,91,,https://www.alessi.com,https://www.alessi.com/
Moooi,,,,90,,https://www.moooi.com,https://www.moooi.com/
Article,,,,81,,https://www.article.com,https://www.article.com/
Menu,,,,86,,https://menuspace.com,https://menuspace.com/
Bolia,,,,84,,https://www.bolia.com,https://www.bolia.com/
Skagerak,,,,89,,https://www.skagerak.com,https://www.skagerak.dk/
String Furniture,,,,90,,https://stringfurniture.com,https://stringfurniture.com/
&Tradition,,,,87,,https://www.andtradition.com,https://www.andtradition.com/
Normann Copenhagen,,,,85,,https://www.normann-copenhagen.com,https://www.normann-copenhagen.com/
Gervasoni,,,,88,,https://www.gervasoni1882.it,https://www.gervasoni1882.it/
Paola Lenti,,,,94,,https://www.paolalenti.it,https://www.paolalenti.it/
Living Divani,,,,92,,https://www.livingdivani.it,https://www.livingdivani.it/
Moroso,,,,91,,https://moroso.it,https://moroso.it/
Riva 1920,,,,93,,https://www.riva1920.it,https://www.riva1920.it/
Porro,,,,92,,https://www.porro.com,https://www.porro.com/
Dada,,,,94,,https://www.dada-kitchens.com,https://www.dada-kitchens.com/
Aga,,,,90,,https://www.agaliving.com,https://www.agaliving.com/
Quooker,,,,89,,https://www.quooker.fr,https://www.quooker.fr/
Waterworks,,,,94,,https://www.waterworks.com,https://www.waterworks.com/
Hansgrohe,,,,88,,https://www.hansgrohe.fr,https://www.hansgrohe.fr/
Laufen,,,,89,,https://www.laufen.fr,https://www.laufen.fr/
Agape,,,,93,,https://www.agapedesign.it,https://www.agapedesign.it/
Marazzi,,,,87,,https://www.marazzi.it,https://www.marazzi.it/
Florim,,,,88,,https://www.florim.com,https://www.florim.com/
Casalgrande Padana,,,,86,,https://www.casalgrandepadana.it,https://www.casalgrandepadana.it/
Iris Ceramica,,,,86,,https://www.irisceramica.it,https://www.irisceramica.it/
Lea Ceramiche,,,,87,,https://www.ceramichelea.it,https://www.ceramichelea.it/
Cotto d’Este,,,,89,,https://www.cottodeste.it,https://www.cottodeste.it/
Atlas Concorde,,,,85,,https://www.atlasconcorde.com,https://www.atlasconcorde.com/
Appiani,,,,84,,https://www.appiani.it,https://www.appiani.it/
Trend Group,,,,88,,https://www.trend-group.com,https://www.trend-group.com/
Lithos Design,,,,91,,https://www.lithosdesign.com,https://www.lithosdesign.com/
Himacs,,,,82,,https://www.lxhausys.com,https://www.lxhausys.com/
Krion (Porcelanosa),,,,85,,https://www.porcelanosa.com,https://www.porcelanosa.com/
H&M Home,,,,72,,https://www2.hm.com/home,https://hmgroup.com/
CB2,,,,78,,https://www.cb2.com,https://www.cb2.com/
Whoop,,,,94,,https://www.whoop.com,https://www.whoop.com/
ZOI,,,,93,,https://www.zoi.com,https://www.zoi.com/
Withings,,,,90,,https://www.withings.com,https://www.withings.com/
ZOE,,,,85,,https://joinzoe.com,https://joinzoe.com/
Viome,,,,82,,https://www.viome.com,https://www.viome.com/
Vivobase,,,,61,,https://www.vivobase.com,https://www.vivobase.com/
Wild Nutrition,,,,58,,https://www.wildnutrition.com,https://www.wildnutrition.com/
Isabel Marant,,06_Apparel,,87,,https://www.isabelmarant.com,https://www.isabelmarant.com/
Hugo Boss,,06_Apparel,,83,,https://www.hugoboss.com,https://group.hugoboss.com/
Fear of God (Essentials),,06_Apparel,,78,,https://fearofgod.com,https://fearofgod.com/
Hoka One One,,06_Apparel,,76,,https://www.hoka.com,https://www.deckers.com/
C.P. Company,,06_Apparel,,88,,https://www.cpcompany.com,https://www.cpcompany.com/
Zadig & Voltaire,,06_Apparel,,53,,https://www.zadig-et-voltaire.com,https://www.zadig-et-voltaire.com/
Archie,,,,92,,https://archie-diet.com,https://archie-diet.com/
Aura Bora,,,,88,,https://aurabora.com,https://aurabora.com/
Jho Wellness,,,,87,,https://jho.fr,https://jho.fr/
Selvàns,,,,90,,https://selvans.fr,https://selvans.fr/
Bonjour Drink,,,,89,,https://bonjourdrink.com,https://bonjourdrink.com/
Cherico,,,,88,,https://cherico.fr,https://cherico.fr/
Moon Cheese,,,,84,,https://mooncheese.com,https://mooncheese.com/
Ramdam,,,,91,,https://ramdam-social.com,https://ramdam-social.com/
Troovy,,,,86,,https://troovy.com,https://troovy.com/
Foodji,,,,85,,https://foodji.com,https://foodji.com/
Built Bar,,,,82,,https://built.com,https://built.com/
Sugoi Mart,,,,80,,https://sugoimart.com,https://sugoimart.com/
Koia,,,,84,,https://drinkkoia.com,https://drinkkoia.com/
Chomps,,,,87,,https://chomps.com,https://chomps.com/
Goodles,,,,86,,https://www.goodles.com,https://www.goodles.com/
Bokksu,,,,89,,https://www.bokksu.com,https://www.bokksu.com/
The Tea Spot,,,,85,,https://theteaspot.com,https://theteaspot.com/
Verve Coffee,,,,88,,https://www.vervecoffee.com,https://www.vervecoffee.com/
Siete Foods,,,,90,,https://sietefoods.com,https://sietefoods.com/
Surfside,,,,84,,https://drinksf.com,https://drinksf.com/
Rosina,,,,87,,https://rosina.fr,https://rosina.fr/
Boulder Canyon,,,,82,,https://bouldercanyon.com,https://bouldercanyon.com/
Liquid I.V.,,,,88,,https://www.liquid-iv.com,https://www.liquid-iv.com/
Trybe Tech,,,,85,,https://trybe.tech,https://trybe.tech/
Veso,,,,89,,https://veso.com,https://veso.com/
Swoon,,,,86,,https://www.stayswoon.com,https://www.stayswoon.com/
Surely Wine,,,,88,,https://www.surelywine.com,https://www.surelywine.com/
NoonBrew,,,,86,,https://noonbrew.co,https://noonbrew.co/
Oikos,,,,74,,https://www.oikosyogurt.com,https://www.danone.com/
Kinder’s,,,,81,,https://kinders.com,https://kinders.com/
Fairlife,,,,76,,https://fairlife.com,https://www.coca-colacompany.com/
Proper Wild,,,,85,,https://properwild.com,https://properwild.com/
Chobani,,,,88,,https://www.chobani.com,https://www.chobani.com/
Jolly Rancher,,,,68,,https://www.hersheyland.com,https://www.thehersheycompany.com/
NatureSweet,,,,91,,https://naturesweet.com,https://naturesweet.com/
Pure Organic,,,,87,,https://www.pureorganic.com,https://www.kellanova.com/
Halo Top,,,,82,,https://halotop.com,https://halotop.com/
Minecraft Snacks,,,,65,,https://www.kellanova.com,https://www.kellanova.com/
Bear Real Fruit,,,,90,,https://www.bearnibbles.com,https://www.bearnibbles.com/
Zespri,,,,89,,https://www.zespri.com,https://www.zespri.com/
Vita Coco,,,,85,,https://vitacoco.com,https://vitacoco.com/
De Cecco,,,,94,,https://www.dececco.com,https://www.dececco.com/
Cha Cha Matcha,,,,87,,https://chachamatcha.com,https://chachamatcha.com/
AllPlants,,,,88,,https://allplants.com,https://allplants.com/
Thrive Market,,,,91,,https://thrivemarket.com,https://thrivemarket.com/
Sunbasket,,,,79,,https://sunbasket.com,https://sunbasket.com/
Green Chef,,,,77,,https://www.greenchef.com,https://www.greenchef.com/
Territory Foods,,,,82,,https://www.territoryfoods.com,https://www.territoryfoods.com/
Splendid Spoon,,,,78,,https://splendidspoon.com,https://splendidspoon.com/
Trifecta,,,,80,,https://www.trifectanutrition.com,https://www.trifectanutrition.com/
Vital Proteins,,,,85,,https://www.vitalproteins.com,https://www.nestlehealthscience.com/
Orgain,,,,84,,https://orgain.com,https://www.nestlehealthscience.com/
OWYN,,,,83,,https://liveowyn.com,https://liveowyn.com/
Perfect Bar,,,,86,,https://www.perfectfoods.com,https://www.perfectfoods.com/
RXBAR,,,,88,,https://www.rxbar.com,https://www.rxbar.com/
Quest Nutrition,,,,82,,https://www.questnutrition.com,https://www.questnutrition.com/
Perfect Keto,,,,84,,https://perfectketo.com,https://perfectketo.com/
Bulletproof,,,,87,,https://www.bulletproof.com,https://www.bulletproof.com/
Four Sigmatic,,,,89,,https://foursigmatic.com,https://foursigmatic.com/
MUD/WTR,,,,91,,https://mudwtr.com,https://mudwtr.com/
RISE Brewing,,,,88,,https://risebrewingco.com,https://risebrewingco.com/
Chameleon Cold-Brew,,,,86,,https://www.chameleoncoffee.com,https://www.chameleoncoffee.com/
High Brew Coffee,,,,84,,https://www.highbrewcoffee.com,https://www.highbrewcoffee.com/
La Colombe,,,,92,,https://www.lacolombe.com,https://www.lacolombe.com/
Pact Coffee,,,,90,,https://www.pactcoffee.com,https://www.pactcoffee.com/
Plantable,,,,85,,https://plantable.com,https://plantable.com/
RYZE Superfoods,,,,88,,https://www.ryzesuperfoods.com,https://www.ryzesuperfoods.com/
Javvy Coffee,,,,83,,https://javvycoffee.com,https://javvycoffee.com/
Belgian Waffle Co,,,,78,,https://thebelgianwaffle.co,https://thebelgianwaffle.co/
All G Foods,,,,82,,https://allgfoods.com,https://allgfoods.com/
Kula Bio,,,,89,,https://www.kulabio.com,https://www.kulabio.com/
Figure Heloc,,08_Crypto,,95,,https://www.figure.com,https://www.figure.com/
WhiteBIT Coin,,08_Crypto,,86,,https://whitebit.com,https://whitebit.com/
USDS (USDS),,08_Crypto,,94,,https://sky.money,https://sky.money/
Bitcoin Cash (BCH),,08_Crypto,,90,,https://bitcoincash.org,https://bitcoincash.org/
LEO Token,,08_Crypto,,82,,https://www.bitfinex.com,https://www.bitfinex.com/
Hyperliquid (HYPE),,08_Crypto,,95,,https://hyperliquid.xyz,https://hyperliquid.xyz/
Ethena USDe,,08_Crypto,,91,,https://www.ethena.fi,https://www.ethena.fi/
Canton (CC),,08_Crypto,,93,,https://www.canton.network,https://www.canton.network/
Stellar (XLM),,08_Crypto,,92,,https://www.stellar.org,https://www.stellar.org/
USD1,,08_Crypto,,96,,https://www.circle.com,https://www.circle.com/
Dai (DAI),,08_Crypto,,94,,https://makerdao.com,https://makerdao.com/
Rain (RAIN),,08_Crypto,,85,,https://www.rain.bh,https://www.rain.bh/
PayPal USD (PYUSD),,08_Crypto,,95,,https://www.paypal.com,https://www.paypal.com/us/smarthelp/article/what-is-paypal-usd-pyusd-faq4757
Hedera (HBAR),,08_Crypto,,92,,https://hedera.com,https://hedera.com/
Sui (SUI),,08_Crypto,,93,,https://sui.io,https://sui.io/
Zcash (ZEC),,08_Crypto,,94,,https://z.cash,https://z.cash/
Shiba Inu (SHIB),,08_Crypto,,42,,https://shibatoken.com,https://shibatoken.com/
Toncoin (TON),,08_Crypto,,88,,https://ton.org,https://ton.org/
Cronos (CRO),,08_Crypto,,86,,https://cronos.org,https://cronos.org/
Tether Gold (XAUT),,08_Crypto,,84,,https://gold.tether.to,https://gold.tether.to/
World Liberty Fin.,,08_Crypto,,71,,https://worldlibertyfinancial.com,https://worldlibertyfinancial.com/
PAX Gold (PAXG),,08_Crypto,,94,,https://paxos.com,https://paxos.com/paxgold/
MemeCore (M),,08_Crypto,,68,,https://memecore.com,https://memecore.com/
Mantle (MNT),,08_Crypto,,91,,https://www.mantle.xyz,https://www.mantle.xyz/
Pi Network (PI),,08_Crypto,,35,,https://minepi.com,https://minepi.com/whitepaper
Circle USYC,,08_Crypto,,96,,https://www.circle.com,https://www.circle.com/
OKB (OKB),,08_Crypto,,88,,https://www.okx.com,https://www.okx.com/
Bittensor (TAO),,08_Crypto,,92,,https://bittensor.com,https://bittensor.com/
Falcon USD,,08_Crypto,,87,,https://falcon.xyz,https://falcon.xyz/
Sky (SKY),,08_Crypto,,94,,https://sky.money,https://sky.money/
Aster (ASTER),,08_Crypto,,89,,https://aster.network,https://aster.network/
Global Dollar,,08_Crypto,,93,,https://globaldollar.com,https://globaldollar.com/
Ripple USD,,08_Crypto,,95,,https://ripple.com,https://ripple.com/
Bitget Token,,08_Crypto,,84,,https://www.bitget.com,https://www.bitget.com/
HTX DAO,,08_Crypto,,78,,https://www.htx.com,https://www.htx.com/
Internet Comp (ICP),,08_Crypto,,94,,https://dfinity.org,https://dfinity.org/
Pepe (PEPE),,08_Crypto,,20,,https://www.pepe.vip,https://www.pepe.vip/
BFUSD,,08_Crypto,,88,,https://binance.com,https://binance.com/
Ondo USDY,,08_Crypto,,96,,https://ondo.finance,https://ondo.finance/
Ethereum Classic,,08_Crypto,,91,,https://ethereumclassic.org,https://ethereumclassic.org/
Ondo (ONDO),,08_Crypto,,94,,https://ondo.finance,https://ondo.finance/
Pump.fun (PUMP),,08_Crypto,,45,,https://pump.fun,https://pump.fun/
Gate (GT),,08_Crypto,,83,,https://www.gate.io,https://www.gate.io/
Morpho,,08_Crypto,,95,,https://morpho.org,https://morpho.org/
Superstate USTB,,08_Crypto,,96,,https://www.superstate.co,https://www.superstate.co/
KuCoin (KCS),,08_Crypto,,82,,https://www.kucoin.com,https://www.kucoin.com/
POL (ex-MATIC),,08_Crypto,,94,,https://polygon.technology,https://polygon.technology/
Spiko EUTBL,,08_Crypto,,92,,https://spiko.xyz,https://spiko.xyz/
Quant (QNT),,08_Crypto,,91,,https://www.quant.network,https://www.quant.network/
NEXO (NEXO),,08_Crypto,,84,,https://nexo.io,https://nexo.io/
Midnight (NIGHT),,08_Crypto,,92,,https://midnight.network,https://midnight.network/
Ethena (ENA),,08_Crypto,,90,,https://www.ethena.fi,https://www.ethena.fi/
USDtb,,08_Crypto,,90,,https://ethena.fi,https://ethena.fi/
Kaspa (KAS),,08_Crypto,,91,,https://kaspa.org,https://kaspa.org/
Provenance (HASH),,08_Crypto,,94,,https://provenance.io,https://provenance.io/
Render (RENDER),,08_Crypto,,93,,https://renderfoundation.com,https://renderfoundation.com/
Flare (FLR),,08_Crypto,,91,,https://flare.network,https://flare.network/
Algorand (ALGO),,08_Crypto,,92,,https://algorand.foundation,https://algorand.foundation/
OUSG (Ondo),,08_Crypto,,96,,https://ondo.finance,https://ondo.finance/
USDD,,08_Crypto,,74,,https://usdd.io,https://usdd.io/
Janus Henderson,,08_Crypto,,97,,https://www.janushenderson.com,https://www.janushenderson.com/
Aptos (APT),,08_Crypto,,93,,https://aptosfoundation.org,https://aptosfoundation.org/
Official Trump,,08_Crypto,,70,,https://worldlibertyfinancial.com,https://worldlibertyfinancial.com/
XDC Network,,08_Crypto,,91,,https://xdc.org,https://xdc.org/
Beldex (BDX),,08_Crypto,,86,,https://www.beldex.io,https://www.beldex.io/
VeChain (VET),,08_Crypto,,89,,https://www.vechain.org,https://www.vechain.org/
YLDS,,08_Crypto,,90,,https://yields.fi,https://yields.fi/
GHO (Aave),,08_Crypto,,94,,https://aave.com,https://aave.com/
Stable (STABLE),,08_Crypto,,95,,https://stable.com,https://stable.com/
Janus Henderson Tr.,,08_Crypto,,97,,https://www.janushenderson.com,https://www.janushenderson.com/
Usual USD (USD0),,08_Crypto,,94,,https://usual.money,https://usual.money/
Bonk (BONK),,08_Crypto,,38,,https://bonkcoin.com,https://bonkcoin.com/
Decred (DCR),,08_Crypto,,92,,https://decred.org,https://decred.org/
TrueUSD (TUSD),,08_Crypto,,76,,https://www.tusd.io,https://www.tusd.io/
A7A5,,08_Crypto,,91,,https://a7a5.xyz,https://a7a5.xyz/
Kite (KITE),,08_Crypto,,89,,https://kite.financial,https://kite.financial/
Rolls-Royce Holdings,,,,97,,https://www.rolls-royce.com,https://www.rolls-royce.com/sustainability.aspx
Lamborghini,,,,97,,https://www.lamborghini.com,https://www.lamborghini.com/en-en/sustainability
BMW,,,,94,,https://www.bmw.com,https://www.bmwgroup.com/en/sustainability.html
Lexus,,,,95,,https://www.lexus.com,https://www.lexus.com/
Audi,,,,93,,https://www.audi.com,https://www.audi.com/en/company/sustainability.html
McLaren,,,,96,,https://www.mclaren.com,https://www.mclaren.com/group/sustainability/
Alpine,,,,91,,https://www.alpinecars.com,https://www.alpinecars.com/
MAN,,,,92,,https://www.mantruckandbus.com,https://www.mantruckandbus.com/en/company/sustainability.html
UPS,,,,91,,https://www.ups.com,https://about.ups.com/us/en/social-impact/sustainability.html
CMA CGM,,,,94,,https://www.cmacgm-group.com,https://www.cmacgm-group.com/en/sustainable-development
Land Rover,,,,92,,https://www.landrover.com,https://www.jaguarlandrover.com/sustainability
Genesis,,,,91,,https://www.genesis.com,https://www.genesis.com/
Triumph,,,,89,,https://www.triumphmotorcycles.com,https://www.triumphmotorcycles.com/
Sea-Doo,,,,88,,https://www.sea-doo.com,https://www.brp.com/en/outdoor-recreation-brands/sea-doo.html
Sixt,,,,86,,https://www.sixt.com,https://about.sixt.com/en/sustainability/
FedEx,,,,89,,https://www.fedex.com,https://www.fedex.com/en-us/sustainability.html
BlaBlaCar,,,,85,,https://www.blablacar.fr,https://blog.blablacar.com/about-us
Bombardier,,,,94,,https://www.bombardier.com,https://www.bombardier.com/en/sustainability
Aston Martin,,,,93,,https://www.astonmartin.com,https://www.astonmartin.com/en/our-world/sustainability
Mini,,,,88,,https://www.mini.com,https://www.mini.com/
BRP,,,,89,,https://www.brp.com,https://www.brp.com/en/sustainability.html
Yamaha,,,,87,,https://global.yamaha-motor.com,https://global.yamaha-motor.com/about/csr/
Hapag-Lloyd,,,,91,,https://www.hapag-lloyd.com,https://www.hapag-lloyd.com/en/company/sustainability.html
Hyundai,,,,88,,https://www.hyundai.com,https://www.hyundai.com/worldwide/en/company/sustainability/report
XPeng,,,,86,,https://heyxpeng.com,https://heyxpeng.com/
Kia,,,,85,,https://www.kia.com,https://www.kia.com/worldwide/main.do
Alfa Romeo,,,,84,,https://www.alfaromeo.com,https://www.alfaromeo.com/
Li Auto,,,,84,,https://www.lauto.com,https://www.lauto.com/
Subaru,,,,83,,https://www.subaru-global.com,https://www.subaru-global.com/
MSC,,,,90,,https://www.msc.com,https://www.msc.com/en/sustainability
Harley-Davidson,,,,89,,https://www.harley-davidson.com,https://www.harley-davidson.com/us/en/about-us/sustainability.html
KTM,,,,87,,https://www.ktm.com,https://www.pierermobility.com/en/sustainability
Polaris,,,,86,,https://www.polaris.com,https://www.polaris.com/en-us/corporate/social-responsibility/
Can-Am,,,,85,,https://can-am.brp.com,https://can-am.brp.com/
DAF,,,,89,,https://www.daf.com,https://www.daf.com/en/about-daf/sustainability
Volkswagen,,,,84,,https://www.volkswagen.com,https://www.volkswagen-group.com/en/sustainability-15822
Jaguar,,,,90,,https://www.jaguar.com,https://www.jaguar.com/reimagine
Lotus,,,,92,,https://www.lotuscars.com,https://www.lotuscars.com/
Enterprise,,,,82,,https://www.enterprise.com,https://www.enterpriseholdings.com/en/corporate-responsibility.html
Lyft,,,,81,,https://www.lyft.com,https://www.lyft.com/impact
Maserati,,,,91,,https://www.maserati.com,https://www.maserati.com/
Mazda,,,,82,,https://www.mazda.com,https://www.mazda.com/en/csr/report/
Acura,,,,85,,https://www.acura.com,https://www.acura.com/
Joby Aviation,,,,93,,https://www.jobyaviation.com,https://www.jobyaviation.com/
Cowboy,,,,88,,https://cowboy.com,https://cowboy.com/
Ford,,,,82,,https://www.ford.com,https://corporate.ford.com/social-impact/sustainability.html
Archer Aviation,,,,92,,https://www.archer.com,https://www.archer.com/
Peugeot,,,,78,,https://www.peugeot.com,https://www.peugeot.com/
Jeep,,,,79,,https://www.jeep.com,https://www.jeep.com/
LiveWire,,,,87,,https://www.livewire.com,https://www.livewire.com/
Smart,,,,80,,https://www.smart.com,https://www.smart.com/
Iveco,,,,86,,https://www.iveco.com,https://www.ivecogroup.com/sustainability
General Motors,,,,84,,https://www.gm.com,https://www.gmsustainability.com/
Volocopter,,,,91,,https://www.volocopter.com,https://www.volocopter.com/
Renault,,,,77,,https://www.renault.fr,https://www.renaultgroup.com/en/sustainability/
DS Automobiles,,,,85,,https://www.dsautomobiles.fr,https://www.dsautomobiles.com/
Angell,,,,84,,https://angell.com,https://angell.com/
Nissan,,,,81,,https://www.nissan-global.com,https://www.nissan-global.com/EN/SUSTAINABILITY/
Cruise,,,,89,,https://www.getcruise.com,https://www.getcruise.com/safety/
Navistar,,,,83,,https://www.navistar.com,https://www.navistar.com/sustainability
Lilium,,,,90,,https://lilium.com,https://lilium.com/
Citroën,,,,75,,https://www.citroen.com,https://www.citroen.com/
Starline,,,,82,,https://www.starline.com,https://www.starline.com/
Zoox,,,,92,,https://zoox.com,https://zoox.com/safety/
Stellantis,,,,72,,https://www.stellantis.com,https://www.stellantis.com/en/responsibility/csr-report
Infiniti,,,,81,,https://www.infiniti.com,https://www.infiniti.com/
CAKE,,,,86,,https://ridecake.com,https://ridecake.com/
Fiat,,,,71,,https://www.fiat.com,https://www.fiat.com/
Hertz,,,,68,,https://www.hertz.com,https://www.hertz.com/rentacar/aboutus/index.jsp?targetPage=corporateResponsibility.jsp
Navya,,,,85,,https://navya.tech,https://navya.tech/en/
